grid,laps,year,round,lat,lng,alt,position_quali,q1,q2,q3,points_driver_standing,position_driver_standing,wins,points_team_standing,position_team_standing,wins_team_standing,podium,age_at_race
12,0,2009,12,50.4372,5.97139,401,12.0,105.767,105.122,0.0,27.0,7.0,1.0,44.0,4.0,1.0,0,24.643394934976044
17,0,2009,12,50.4372,5.97139,401,17.0,106.30199999999999,0.0,0.0,0.0,22.0,0.0,5.0,10.0,0.0,0,19.43874058863792
5,53,2009,13,45.6156,9.28111,162,5.0,83.483,82.976,85.015,66.0,2.0,2.0,146.0,1.0,8.0,1,37.308692676249144
6,53,2009,13,45.6156,9.28111,162,6.0,83.40299999999999,82.955,85.03,80.0,1.0,6.0,146.0,1.0,8.0,1,29.650924024640656
3,53,2009,13,45.6156,9.28111,162,3.0,83.349,83.426,84.523,40.0,5.0,1.0,62.0,3.0,1.0,1,29.908281998631075
2,53,2009,13,45.6156,9.28111,162,2.0,83.576,83.07,84.261,5.0,16.0,0.0,13.0,9.0,0.0,0,26.67214236824093
8,53,2009,13,45.6156,9.28111,162,8.0,83.708,83.497,85.072,20.0,11.0,0.0,20.0,8.0,0.0,0,28.125941136208077
4,53,2009,13,45.6156,9.28111,162,4.0,83.515,83.52799999999999,84.845,20.0,10.0,0.0,47.0,4.0,1.0,0,27.901437371663246
15,53,2009,13,45.6156,9.28111,162,15.0,83.584,84.275,0.0,12.0,13.0,0.0,20.0,7.0,0.0,0,32.34496919917864
9,53,2009,13,45.6156,9.28111,162,9.0,83.55799999999999,83.545,85.18,54.0,3.0,2.0,105.5,2.0,3.0,0,22.198494182067076
14,53,2009,13,45.6156,9.28111,162,14.0,83.828,83.901,0.0,8.0,14.0,0.0,62.0,3.0,1.0,0,36.662559890485966
17,53,2009,13,45.6156,9.28111,162,17.0,84.074,0.0,0.0,0.0,19.0,0.0,30.5,6.0,0.0,0,24.670773442847366
16,53,2009,13,45.6156,9.28111,162,16.0,84.036,0.0,0.0,16.0,12.0,0.0,38.5,5.0,0.0,0,27.49075975359343
1,52,2009,13,45.6156,9.28111,162,1.0,83.375,82.973,84.066,27.0,7.0,1.0,47.0,4.0,1.0,0,24.681724845995895
19,52,2009,13,45.6156,9.28111,162,19.0,84.22,0.0,0.0,3.0,17.0,0.0,5.0,10.0,0.0,0,20.867898699520875
11,52,2009,13,45.6156,9.28111,162,11.0,84.014,83.611,0.0,22.5,8.0,0.0,38.5,5.0,0.0,0,35.17043121149897
12,52,2009,13,45.6156,9.28111,162,12.0,83.975,83.72800000000001,0.0,0.0,22.0,0.0,20.0,8.0,0.0,0,23.408624229979466
18,51,2009,13,45.6156,9.28111,162,18.0,84.121,0.0,0.0,30.5,6.0,0.0,30.5,6.0,0.0,0,24.213552361396303
7,22,2009,13,45.6156,9.28111,162,7.0,83.578,83.207,85.043,0.0,24.0,0.0,13.0,9.0,0.0,0,29.10335386721424
20,19,2009,13,45.6156,9.28111,162,20.0,84.951,0.0,0.0,0.0,23.0,0.0,5.0,10.0,0.0,0,19.477070499657767
13,15,2009,13,45.6156,9.28111,162,13.0,84.001,83.866,0.0,8.0,15.0,0.0,20.0,7.0,0.0,0,24.76659822039699
10,0,2009,13,45.6156,9.28111,162,10.0,83.755,83.273,85.314,51.5,4.0,1.0,105.5,2.0,3.0,0,33.045859000684466
1,61,2009,14,1.2914,103.864,18,1.0,106.977,106.657,107.89099999999999,37.0,6.0,2.0,59.0,4.0,2.0,1,24.720054757015742
6,61,2009,14,1.2914,103.864,18,7.0,107.77000000000001,106.707,109.18,24.0,9.0,0.0,46.5,5.0,0.0,1,27.529089664613277
5,61,2009,14,1.2914,103.864,18,6.0,107.757,106.767,109.054,26.0,8.0,0.0,26.0,7.0,0.0,1,28.164271047227928
2,61,2009,14,1.2914,103.864,18,2.0,107.541,106.362,108.20400000000001,59.0,3.0,2.0,110.5,2.0,3.0,0,22.236824093086927
11,61,2009,14,1.2914,103.864,18,12.0,107.18,107.14099999999999,0.0,84.0,1.0,6.0,153.0,1.0,8.0,0,29.689253935660506
9,61,2009,14,1.2914,103.864,18,5.0,107.39699999999999,106.787,108.828,69.0,2.0,2.0,153.0,1.0,8.0,0,37.347022587268995
8,61,2009,14,1.2914,103.864,18,10.0,107.542,106.842,109.77799999999999,22.0,12.0,0.0,59.0,4.0,2.0,0,27.939767282683093
7,61,2009,14,1.2914,103.864,18,9.0,107.61500000000001,106.813,109.51400000000001,9.0,14.0,0.0,21.0,8.0,0.0,0,24.804928131416837
10,61,2009,14,1.2914,103.864,18,11.0,107.637,107.013,0.0,0.0,19.0,0.0,30.5,6.0,0.0,0,24.709103353867214
12,61,2009,14,1.2914,103.864,18,13.0,107.293,107.17699999999999,0.0,40.0,5.0,1.0,62.0,3.0,1.0,0,29.946611909650922
3,61,2009,14,1.2914,103.864,18,3.0,107.39,106.197,108.348,30.5,7.0,0.0,30.5,6.0,0.0,0,24.251882272416154
14,61,2009,14,1.2914,103.864,18,15.0,107.69,107.413,0.0,22.5,10.0,0.0,46.5,5.0,0.0,0,35.20876112251882
17,61,2009,14,1.2914,103.864,18,18.0,108.35,0.0,0.0,8.0,15.0,0.0,62.0,3.0,1.0,0,36.70088980150582
19,61,2009,14,1.2914,103.864,18,20.0,108.792,0.0,0.0,0.0,22.0,0.0,13.0,9.0,0.0,0,29.141683778234086
16,47,2009,14,1.2914,103.864,18,17.0,108.34,0.0,0.0,0.0,24.0,0.0,5.0,10.0,0.0,0,19.515400410677618
13,47,2009,14,1.2914,103.864,18,14.0,107.67699999999999,107.369,0.0,3.0,17.0,0.0,5.0,10.0,0.0,0,20.906228610540726
4,45,2009,14,1.2914,103.864,18,4.0,107.646,106.328,108.72200000000001,51.5,4.0,1.0,110.5,2.0,3.0,0,33.08418891170431
15,23,2009,14,1.2914,103.864,18,16.0,108.231,0.0,0.0,5.0,16.0,0.0,13.0,9.0,0.0,0,26.71047227926078
20,19,2009,14,1.2914,103.864,18,8.0,107.34700000000001,106.832,109.307,12.0,13.0,0.0,21.0,8.0,0.0,0,32.38329911019849
18,3,2009,14,1.2914,103.864,18,19.0,108.544,0.0,0.0,0.0,23.0,0.0,26.0,7.0,0.0,0,23.446954140999317
1,53,2009,15,34.8431,136.541,45,1.0,90.883,90.34100000000001,92.16,69.0,3.0,3.0,120.5,2.0,4.0,1,22.255989048596852
2,53,2009,15,34.8431,136.541,45,2.0,91.063,90.737,92.22,30.5,8.0,0.0,54.5,5.0,0.0,1,35.227926078028744
3,53,2009,15,34.8431,136.541,45,3.0,90.917,90.627,92.39500000000001,43.0,6.0,2.0,65.0,4.0,2.0,1,24.739219712525667
5,53,2009,15,34.8431,136.541,45,8.0,91.288,91.05199999999999,92.97999999999999,45.0,5.0,1.0,67.0,3.0,1.0,0,29.965776865160848
7,53,2009,15,34.8431,136.541,45,11.0,91.286,91.482,0.0,34.5,7.0,0.0,34.5,6.0,0.0,0,24.27104722792608
4,53,2009,15,34.8431,136.541,45,6.0,91.501,91.26,92.945,15.0,13.0,0.0,24.0,8.0,0.0,0,32.40246406570842
6,53,2009,15,34.8431,136.541,45,5.0,91.27199999999999,91.055,92.66,71.0,2.0,2.0,156.0,1.0,8.0,0,37.36618754277892
10,53,2009,15,34.8431,136.541,45,7.0,91.041,90.88,92.962,85.0,1.0,6.0,156.0,1.0,8.0,0,29.70841889117043
9,53,2009,15,34.8431,136.541,45,13.0,91.417,92.34100000000001,0.0,9.0,14.0,0.0,24.0,8.0,0.0,0,24.824093086926762
16,53,2009,15,34.8431,136.541,45,12.0,91.401,91.638,0.0,26.0,9.0,0.0,26.0,7.0,0.0,0,28.18343600273785
11,53,2009,15,34.8431,136.541,45,9.0,91.499,91.223,0.0,22.0,12.0,0.0,65.0,4.0,2.0,0,27.958932238193018
14,53,2009,15,34.8431,136.541,45,16.0,91.70400000000001,0.0,0.0,8.0,15.0,0.0,67.0,3.0,1.0,0,36.720054757015745
8,53,2009,15,34.8431,136.541,45,4.0,91.386,91.22200000000001,92.46600000000001,5.0,16.0,0.0,13.0,9.0,0.0,0,26.729637234770706
18,53,2009,15,34.8431,136.541,45,19.0,92.087,0.0,0.0,0.0,21.0,0.0,13.0,9.0,0.0,0,29.16084873374401
15,53,2009,15,34.8431,136.541,45,17.0,91.718,0.0,0.0,0.0,19.0,0.0,34.5,6.0,0.0,0,24.72826830937714
17,52,2009,15,34.8431,136.541,45,18.0,92.07300000000001,0.0,0.0,0.0,23.0,0.0,26.0,7.0,0.0,0,23.46611909650924
19,51,2009,15,34.8431,136.541,45,20.0,0.0,0.0,0.0,51.5,4.0,1.0,120.5,2.0,4.0,0,33.10335386721424
12,43,2009,15,34.8431,136.541,45,15.0,91.571,0.0,0.0,0.0,24.0,0.0,5.0,10.0,0.0,0,19.534565366187543
13,11,2009,15,34.8431,136.541,45,10.0,91.196,91.10300000000001,0.0,3.0,17.0,0.0,5.0,10.0,0.0,0,20.92539356605065
20,0,2009,15,34.8431,136.541,45,14.0,91.55,0.0,0.0,24.0,10.0,0.0,54.5,5.0,0.0,0,27.548254620123203
2,71,2009,16,-23.7036,-46.6997,785,2.0,84.72200000000001,80.803,79.668,61.5,4.0,2.0,135.5,2.0,5.0,1,33.14168377823409
8,71,2009,16,-23.7036,-46.6997,785,8.0,83.072,81.14699999999999,80.631,17.0,13.0,0.0,32.0,7.0,0.0,1,24.862422997946613
17,71,2009,16,-23.7036,-46.6997,785,18.0,85.19200000000001,0.0,0.0,49.0,5.0,2.0,71.0,3.0,2.0,1,24.777549623545518
15,71,2009,16,-23.7036,-46.6997,785,16.0,85.009,0.0,0.0,74.0,2.0,3.0,135.5,2.0,5.0,0,22.2943189596167
14,71,2009,16,-23.7036,-46.6997,785,14.0,84.297,82.504,0.0,89.0,1.0,6.0,161.0,1.0,8.0,0,29.746748802190282
5,71,2009,16,-23.7036,-46.6997,785,5.0,83.047,81.378,80.168,48.0,6.0,1.0,70.0,4.0,1.0,0,30.0041067761807
6,71,2009,16,-23.7036,-46.6997,785,6.0,84.59100000000001,80.701,80.25,5.0,17.0,0.0,7.0,10.0,0.0,0,20.9637234770705
1,71,2009,16,-23.7036,-46.6997,785,1.0,84.1,81.65899999999999,79.576,72.0,3.0,2.0,161.0,1.0,8.0,0,37.40451745379877
16,71,2009,16,-23.7036,-46.6997,785,17.0,85.05199999999999,0.0,0.0,22.0,12.0,0.0,71.0,3.0,2.0,0,27.99726214921287
11,71,2009,16,-23.7036,-46.6997,785,11.0,84.33500000000001,81.96000000000001,0.0,0.0,21.0,0.0,54.5,5.0,0.0,0,23.096509240246405
19,71,2009,16,-23.7036,-46.6997,785,20.0,100.703,0.0,0.0,8.0,15.0,0.0,70.0,4.0,1.0,0,36.75838466803559
20,71,2009,16,-23.7036,-46.6997,785,15.0,84.645,0.0,0.0,0.0,22.0,0.0,13.0,9.0,0.0,0,29.19917864476386
13,70,2009,16,-23.7036,-46.6997,785,13.0,84.394,82.477,0.0,0.0,23.0,0.0,26.0,8.0,0.0,0,23.50444900752909
12,70,2009,16,-23.7036,-46.6997,785,12.0,84.773,82.231,0.0,0.0,24.0,0.0,7.0,10.0,0.0,0,19.572895277207394
9,30,2009,16,-23.7036,-46.6997,785,9.0,83.161,80.42699999999999,80.674,0.0,19.0,0.0,34.5,6.0,0.0,0,24.76659822039699
7,27,2009,16,-23.7036,-46.6997,785,7.0,82.828,80.368,80.326,34.5,7.0,0.0,34.5,6.0,0.0,0,24.309377138945926
18,21,2009,16,-23.7036,-46.6997,785,19.0,85.515,0.0,0.0,15.0,14.0,0.0,32.0,7.0,0.0,0,32.440793976728266
3,0,2009,16,-23.7036,-46.6997,785,3.0,84.447,80.753,79.912,5.0,16.0,0.0,13.0,9.0,0.0,0,26.767967145790553
4,0,2009,16,-23.7036,-46.6997,785,4.0,84.621,80.635,80.09700000000001,30.5,8.0,0.0,54.5,5.0,0.0,0,35.266255989048595
10,0,2009,16,-23.7036,-46.6997,785,10.0,84.842,81.657,81.422,26.0,9.0,0.0,26.0,8.0,0.0,0,28.2217659137577
6,61,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,9.0,1.0,1.0,9.0,1.0,1.0,1,35.630390143737166
5,61,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,2.0,0.0,1,34.08350444900753
12,61,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,1,25.932922655715263
10,61,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,0.0,0,24.750171115674195
8,61,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,5.0,0.0,0,34.57905544147844
11,61,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,4.0,0.0,0,29.71937029431896
18,60,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0,32.380561259411365
21,60,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0,36.0848733744011
22,60,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0,30.562628336755647
20,59,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0,32.25462012320329
1,59,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,2.0,0.0,0,29.013004791238878
26,58,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,0,34.66392881587954
15,57,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0,29.82067077344285
17,56,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,0.0,0,30.976043805612594
2,51,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,0,34.940451745379875
24,37,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,5.0,0.0,0,31.20602327173169
25,36,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,13.0,0.0,0,24.681724845995895
13,27,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,14.0,0.0,0,29.817932922655714
7,22,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,3.0,0.0,0,25.83983572895277
9,10,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0,36.60506502395619
19,10,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,18.0,0.0,0,25.018480492813143
14,9,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,14.0,0.0,0,25.872689938398356
4,3,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0,0,31.701574264202602
16,2,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,0,27.923340177960302
3,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,24.0,0.0,9.0,1.0,1.0,0,29.579739904175224
23,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0,29.864476386036962
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,9.0,0.0,0,27.66050650239562
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,8.0,0.0,0,40.72553045859001
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,16.0,0.0,0,23.99726214921287
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,17.0,0.0,0,30.119096509240247
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0,25.021218343600275
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,0.0,0,37.190965092402465
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,11.0,0.0,0,27.02258726899384
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,17.0,0.0,0,27.83025325119781
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,19.0,0.0,0,28.418891170431213
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,13.0,0.0,0,28.54483230663929
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,20.0,0.0,0,32.544832306639286
0,0,1989,1,-22.9756,-43.395,1126,11.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,20.0,0.0,0,26.255989048596852
1,58,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,9.0,2.0,1.0,21.0,1.0,1.0,1,29.089664613278575
2,58,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,12.0,1.0,0.0,21.0,1.0,1.0,1,34.16016427104723
7,57,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,3.0,0.0,1,29.796030116358658
6,57,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,3.0,8.0,0.0,3.0,6.0,0.0,0,31.7782340862423
12,57,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,5.0,0.0,0,34.65571526351814
25,57,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,7.0,0.0,0,32.45722108145106
9,57,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0,25.097878165639973
18,57,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0,27.143052703627653
21,56,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,5.0,0.0,0,31.28268309377139
16,56,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,0.0,0,29.897330595482547
23,56,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,3.0,7.0,0.0,8.0,3.0,0.0,0,24.826830937713893
14,52,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0,25.09514031485284
22,51,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,15.0,0.0,0,29.894592744695416
24,46,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,0,36.16153319644079
15,43,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,16.0,0.0,0,29.94113620807666
19,39,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,4.0,0.0,0,26.00958247775496
8,29,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0,0.0,0,36.681724845995895
3,23,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,9.0,3.0,1.0,9.0,2.0,1.0,0,35.70704996577687
4,21,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,6.0,0.0,0,35.017111567419576
17,19,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,15.0,0.0,0,25.949349760438057
11,6,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,16.0,0.0,0,28.0
10,4,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,0.0,0,30.639288158795345
5,3,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0,2.0,1.0,0,29.65639972621492
13,1,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,4.0,0.0,0,25.916495550992472
20,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0,0.0,0,34.74058863791923
26,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0,27.737166324435318
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,7.0,0.0,0,32.33127994524298
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11.0,0.0,0,40.80219028062971
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,14.0,0.0,0,31.052703627652292
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,19.0,0.0,0,30.195756331279945
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,20.0,0.0,0,26.33264887063655
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,0.0,0,24.073921971252567
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,0.0,0,37.267624914442166
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,20.0,0.0,0,32.62149212867899
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,10.0,0.0,0,28.49555099247091
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,19.0,0.0,0,27.906913073237508
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,17.0,0.0,0,28.621492128678987
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,17.0,0.0,0,24.758384668035593
0,0,1989,2,44.3439,11.7167,37,11.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,14.0,0.0,0,27.09924709103354
1,77,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,18.0,1.0,2.0,36.0,1.0,2.0,1,29.127994524298426
2,77,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,18.0,2.0,0.0,36.0,1.0,2.0,1,34.19849418206708
8,76,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,4.0,6.0,0.0,5.0,4.0,0.0,1,25.987679671457904
9,75,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,3.0,8.0,0.0,3.0,7.0,0.0,0,25.136208076659823
12,75,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,9.0,0.0,0,32.369609856262834
4,75,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,1.0,13.0,0.0,5.0,4.0,0.0,0,29.932922655715263
20,75,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,6.0,0.0,0,31.32101300479124
15,74,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,3.0,0.0,0,29.83436002737851
23,74,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,1.0,12.0,0.0,3.0,9.0,0.0,0,32.49555099247091
3,74,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,3.0,9.0,0.0,3.0,8.0,0.0,0,31.81656399726215
22,73,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,5.0,0.0,0,25.95482546201232
21,73,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,0,40.84052019164955
10,73,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,7.0,0.0,0,29.935660506502394
24,73,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,3.0,10.0,0.0,8.0,3.0,0.0,0,24.865160848733744
7,73,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,8.0,0.0,0,35.05544147843943
26,48,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,0,29.97946611909651
13,46,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0,27.1813826146475
25,44,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,18.0,0.0,0,30.234086242299796
17,38,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0,34.77891854893908
14,36,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,5.0,0.0,0,26.04791238877481
19,32,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,10.0,0.0,0,36.720054757015745
5,30,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,9.0,3.0,1.0,9.0,2.0,1.0,0,35.74537987679671
18,19,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,0.0,0,27.94524298425736
16,4,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0,0.0,0,30.677618069815196
11,3,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,16.0,0.0,0,28.03832991101985
6,2,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,4.0,7.0,0.0,4.0,6.0,0.0,0,34.69404517453799
0,0,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,0,31.091033538672143
0,0,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,13.0,0.0,0,27.77549623545517
0,0,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0,36.199863107460644
0,0,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,14.0,0.0,0,37.30595482546201
0,0,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,20.0,0.0,0,32.65982203969884
0,0,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,14.0,0.0,0,25.13347022587269
0,0,1989,3,43.7347,7.42056,7,11.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,17.0,0.0,0,24.79671457905544
